ptp,rt,response,time_elapsed
sub_071,1566,,1568
sub_071,1812.8000000002794,,1814
sub_072,3917.39999999851,,3923
sub_072,1146.800000000745,,1150
sub_072,1062.5,,1065
sub_072,1008,,1010
sub_072,762.9000000022352,,765
sub_072,975.5,,980
sub_072,1032.800000000745,,1035
sub_072,845.7000000029802,,848
sub_072,978.3000000007451,,982
sub_073,5981.799999982119,,5985
sub_073,4299.5,,4302
sub_073,1339.800000011921,,1341
sub_073,1489.9000000059605,,1494
sub_073,1328.5,,1330
sub_073,1104.5,,1107
sub_073,1010,,1012
sub_073,1213.300000011921,,1215
sub_073,961.6000000238419,,967
sub_074,13301.60000000149,,13312
sub_074,7796,,7805
sub_074,4732.30000000447,,4742
sub_074,12270.29999999702,,12280
sub_074,5188.80000000447,,5197
sub_074,58679,,58687
sub_074,82368.10000000149,,82376
sub_074,15541.20000000298,,15551
sub_074,10455,,10464
sub_075,14936.600000023842,,14941
sub_075,1738.2999999523163,,1740
sub_075,882.7000000476837,,884
sub_075,1228.0999999046326,,1230
sub_075,891.8000000715256,,893
sub_075,2176.2000000476837,,2178
sub_075,1275,,1277
sub_075,935.1000000238419,,937
sub_075,1225.2999999523163,,1227
