ptp,counterbalancing,rt,mouse_clientX,mouse_clientY,row,col,correct,pa_center_x,pa_center_y,condition,arrangement,block,block_trial_idx,hidden_pa_img,hidden_pa_img_type,corr_row,corr_col,top_offset,left_offset,time_elapsed,mouse_dist_cb,mouse_error,hidden_pa_img_row_number,hidden_pa_img_row_number_across_blocks,dist_border_l,dist_border_r,dist_border_t,dist_border_b,border_dist_closest,border_dist_summed,display_information.wrapper_arena_position.x,display_information.wrapper_arena_position.y,display_information.wrapper_arena_position.width,display_information.wrapper_arena_position.height,display_information.wrapper_arena_position.top,display_information.wrapper_arena_position.right,display_information.wrapper_arena_position.bottom,display_information.wrapper_arena_position.left,display_information.grid_border_position.x,display_information.grid_border_position.y,display_information.grid_border_position.width,display_information.grid_border_position.height,display_information.grid_border_position.top,display_information.grid_border_position.right,display_information.grid_border_position.bottom,display_information.grid_border_position.left,display_information.grid_box_position.x,display_information.grid_box_position.y,display_information.grid_box_position.width,display_information.grid_box_position.height,display_information.grid_box_position.top,display_information.grid_box_position.right,display_information.grid_box_position.bottom,display_information.grid_box_position.left,display_information.window_scroll_x,display_information.window_scroll_y,display_information.window_innerHeight,display_information.window_innerWidth,display_information.window_outerHeight,display_information.window_outerWidth
sub_003,cb1,1447.800000011921,732,423,9,6,0,723.1171875,400.0390625,schema_2_2,2,2,24,img/targets/BOSS/high_familiarity_downsized/cond2/048_schoolbus.jpg,near,8,6,48,131,163532,31.84375,24.61928124030152,4,8,5,6,7,4,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,464,57.59375,560,560,57.59375,1024,617.59375,464,494,87.59375,500,500,87.59375,994,587.59375,494,0,0,768,1366,752,1350
sub_003,cb1,NA,NA,NA,NA,NA,NA,851.1171875,424.7109375,schema_4_2,3,1,1,img/targets/BOSS/high_familiarity_downsized/cond3/096_rockingchair.jpg,far,6,9,156,134,8504,NA,NA,1,1,8,3,5,6,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,467,165.59375,560,560,165.59375,1027,725.59375,467,497,195.59375,500,500,195.59375,997,695.59375,497,0,0,768,1366,752,1350
sub_003,cb1,NA,NA,NA,NA,NA,NA,718.78125,487.03125,schema_4_2,3,1,2,img/targets/BOSS/high_familiarity_downsized/cond3/071_fluorescentlightbulb.jpg,far,8,7,135,85,16567,NA,NA,1,1,6,5,7,4,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,418,144.59375,560,560,144.59375,978,704.59375,418,448,174.59375,500,500,174.59375,948,674.59375,448,0,0,768,1366,752,1350
sub_003,cb1,NA,NA,NA,NA,NA,NA,706.4453125,165.0390625,schema_4_2,3,1,3,img/targets/BOSS/high_familiarity_downsized/cond3/088_ceilingfan01.jpg,,2,8,63,31,24643,NA,NA,1,1,7,4,1,10,1,5,332,8.59375,702,702,8.59375,1034,710.59375,332,364,72.59375,560,560,72.59375,924,632.59375,364,394,102.59375,500,500,102.59375,894,602.59375,394,0,0,768,1366,752,1350
sub_003,cb1,922.3000000119209,869,310,6,10,0,828.1171875,327.7109375,schema_4_2,3,1,4,img/targets/BOSS/high_familiarity_downsized/cond3/096_rockingchair.jpg,far,6,9,59,111,30607,58.59375,44.55425529664998,2,2,8,3,5,6,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,444,68.59375,560,560,68.59375,1004,628.59375,444,474,98.59375,500,500,98.59375,974,598.59375,474,0,0,768,1366,752,1350
sub_003,cb1,904.1999999880791,681,360,8,5,0,657.78125,338.375,schema_4_2,3,1,5,img/targets/BOSS/high_familiarity_downsized/cond3/068_cow.jpg,near,7,4,28,149,36529,44.84375,31.729339365364982,1,1,3,8,6,5,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,482,37.59375,560,560,37.59375,1042,597.59375,482,512,67.59375,500,500,67.59375,1012,567.59375,512,0,0,768,1366,752,1350
sub_003,cb1,822.5999999940395,874,252,2,11,0,662.1171875,379.0390625,schema_4_2,3,1,6,img/targets/BOSS/high_familiarity_downsized/cond3/069_drumset.jpg,near,5,6,152,70,42390,338.921875,247.04908345061526,1,1,5,6,4,7,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,403,161.59375,560,560,161.59375,963,721.59375,403,433,191.59375,500,500,191.59375,933,691.59375,433,0,0,768,1366,752,1350
sub_003,cb1,1097.2999999821186,677,529,10,8,0,469.109375,523.375,schema_4_2,3,1,7,img/targets/BOSS/high_familiarity_downsized/cond3/089_football.jpg,,10,3,88,2,48506,213.515625,207.96671028770595,1,1,2,9,9,2,2,4,332,8.59375,702,702,8.59375,1034,710.59375,332,335,97.59375,560,560,97.59375,895,657.59375,335,365,127.59375,500,500,127.59375,865,627.59375,365,0,0,768,1366,752,1350
sub_003,cb1,1344.5,535,357,7,4,1,551.78125,367.375,schema_4_2,3,1,8,img/targets/BOSS/high_familiarity_downsized/cond3/068_cow.jpg,near,7,4,57,43,54875,27.15625,19.729444405824,2,2,3,8,6,5,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,376,66.59375,560,560,66.59375,936,626.59375,376,406,96.59375,500,500,96.59375,906,596.59375,406,0,0,768,1366,752,1350
sub_003,cb1,791.9000000059605,594,250,4,3,0,764.78125,404.03125,schema_4_2,3,1,9,img/targets/BOSS/high_familiarity_downsized/cond3/071_fluorescentlightbulb.jpg,far,8,7,52,131,60685,324.8125,229.98230655449345,2,2,6,5,7,4,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,464,61.59375,560,560,61.59375,1024,621.59375,464,494,91.59375,500,500,91.59375,994,591.59375,494,0,0,768,1366,752,1350
sub_003,cb1,1274.4000000059605,573,550,9,3,0,690.1171875,369.0390625,schema_4_2,3,1,10,img/targets/BOSS/high_familiarity_downsized/cond3/069_drumset.jpg,near,5,6,142,98,66982,298.078125,215.55346554576445,2,2,5,6,4,7,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,431,151.59375,560,560,151.59375,991,711.59375,431,461,181.59375,500,500,181.59375,961,681.59375,461,0,0,768,1366,752,1350
sub_003,cb1,1038.0999999940395,682,377,8,6,0,736.78125,364.03125,schema_4_2,3,1,11,img/targets/BOSS/high_familiarity_downsized/cond3/071_fluorescentlightbulb.jpg,far,8,7,12,103,73041,67.75,56.29541569368682,3,3,6,5,7,4,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,436,21.59375,560,560,21.59375,996,581.59375,436,466,51.59375,500,500,51.59375,966,551.59375,466,0,0,768,1366,752,1350
sub_003,cb1,NA,NA,NA,NA,NA,NA,528.109375,488.375,schema_4_2,3,1,12,img/targets/BOSS/high_familiarity_downsized/cond3/089_football.jpg,,10,3,53,61,81066,NA,NA,2,2,2,9,9,2,2,4,332,8.59375,702,702,8.59375,1034,710.59375,332,394,62.59375,560,560,62.59375,954,622.59375,394,424,92.59375,500,500,92.59375,924,592.59375,424,0,0,768,1366,752,1350
sub_003,cb1,1028.0999999940395,466,583,10,3,0,514.78125,469.375,schema_4_2,3,1,13,img/targets/BOSS/high_familiarity_downsized/cond3/068_cow.jpg,near,7,4,159,6,87112,162.40625,123.65375439735948,3,3,3,8,6,5,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,339,168.59375,560,560,168.59375,899,728.59375,339,369,198.59375,500,500,198.59375,869,698.59375,369,0,0,768,1366,752,1350
sub_003,cb1,2320.800000011921,635,377,7,6,0,657.78125,436.03125,schema_4_2,3,1,14,img/targets/BOSS/high_familiarity_downsized/cond3/071_fluorescentlightbulb.jpg,far,8,7,84,24,94454,81.8125,63.27459069899228,4,4,6,5,7,4,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,357,93.59375,560,560,93.59375,917,653.59375,357,387,123.59375,500,500,123.59375,887,623.59375,387,0,0,768,1366,752,1350
sub_003,cb1,1314.800000011921,625,525,9,4,0,596.109375,588.375,schema_4_2,3,1,15,img/targets/BOSS/high_familiarity_downsized/cond3/089_football.jpg,,10,3,153,129,100802,92.265625,69.64954298407582,3,3,2,9,9,2,2,4,332,8.59375,702,702,8.59375,1034,710.59375,332,462,162.59375,560,560,162.59375,1022,722.59375,462,492,192.59375,500,500,192.59375,992,692.59375,492,0,0,768,1366,752,1350
sub_003,cb1,981.5,682,285,6,4,0,829.4453125,121.0390625,schema_4_2,3,1,16,img/targets/BOSS/high_familiarity_downsized/cond3/088_ceilingfan01.jpg,,2,8,19,154,106804,311.40625,220.5069368616361,2,2,7,4,1,10,1,5,332,8.59375,702,702,8.59375,1034,710.59375,332,487,28.59375,560,560,28.59375,1047,588.59375,487,517,58.59375,500,500,58.59375,1017,558.59375,517,0,0,768,1366,752,1350
sub_003,cb1,1270.4000000059605,707,375,6,8,0,735.1171875,383.7109375,schema_4_2,3,1,17,img/targets/BOSS/high_familiarity_downsized/cond3/096_rockingchair.jpg,far,6,9,115,18,113092,36.828125,29.435635971370868,3,3,8,3,5,6,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,351,124.59375,560,560,124.59375,911,684.59375,351,381,154.59375,500,500,154.59375,881,654.59375,381,0,0,768,1366,752,1350
sub_003,cb1,2136,750,296,5,6,1,738.1171875,298.0390625,schema_4_2,3,1,18,img/targets/BOSS/high_familiarity_downsized/cond3/069_drumset.jpg,near,5,6,71,146,120250,13.921875,12.056492391614674,3,3,5,6,4,7,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,479,80.59375,560,560,80.59375,1039,640.59375,479,509,110.59375,500,500,110.59375,1009,610.59375,509,0,0,768,1366,752,1350
sub_003,cb1,1224.9000000059605,736,323,6,9,1,721.1171875,313.7109375,schema_4_2,3,1,19,img/targets/BOSS/high_familiarity_downsized/cond3/096_rockingchair.jpg,far,6,9,45,4,126499,24.171875,17.54379634056046,4,4,8,3,5,6,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,337,54.59375,560,560,54.59375,897,614.59375,337,367,84.59375,500,500,84.59375,867,584.59375,367,0,0,768,1366,752,1350
sub_003,cb1,2387.800000011921,550,540,9,3,0,593.78125,456.375,schema_4_2,3,1,20,img/targets/BOSS/high_familiarity_downsized/cond3/068_cow.jpg,near,7,4,146,85,133909,127.40625,94.39247044421764,4,4,3,8,6,5,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,418,155.59375,560,560,155.59375,978,715.59375,418,448,185.59375,500,500,185.59375,948,685.59375,448,0,0,768,1366,752,1350
sub_003,cb1,1435.3999999761581,811,255,3,10,0,748.4453125,218.0390625,schema_4_2,3,1,21,img/targets/BOSS/high_familiarity_downsized/cond3/088_ceilingfan01.jpg,,2,8,116,73,140369,99.515625,72.65810229493722,3,3,7,4,1,10,1,5,332,8.59375,702,702,8.59375,1034,710.59375,332,406,125.59375,560,560,125.59375,966,685.59375,406,436,155.59375,500,500,155.59375,936,655.59375,436,0,0,768,1366,752,1350
sub_003,cb1,1310.5,529,532,9,3,0,533.109375,558.375,schema_4_2,3,1,22,img/targets/BOSS/high_familiarity_downsized/cond3/089_football.jpg,,10,3,123,66,146700,30.484375,26.693212393614694,4,4,2,9,9,2,2,4,332,8.59375,702,702,8.59375,1034,710.59375,332,399,132.59375,560,560,132.59375,959,692.59375,399,429,162.59375,500,500,162.59375,929,662.59375,429,0,0,768,1366,752,1350
sub_003,cb1,1882,829,146,3,8,0,817.4453125,118.0390625,schema_4_2,3,1,23,img/targets/BOSS/high_familiarity_downsized/cond3/088_ceilingfan01.jpg,,2,8,16,142,153599,39.515625,30.25433570749096,4,4,7,4,1,10,1,5,332,8.59375,702,702,8.59375,1034,710.59375,332,475,25.59375,560,560,25.59375,1035,585.59375,475,505,55.59375,500,500,55.59375,1005,555.59375,505,0,0,768,1366,752,1350
sub_003,cb1,1732,654,242,5,6,1,650.1171875,262.0390625,schema_4_2,3,1,24,img/targets/BOSS/high_familiarity_downsized/cond3/069_drumset.jpg,near,5,6,35,58,160350,23.921875,20.411767654690333,4,4,5,6,4,7,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,391,44.59375,560,560,44.59375,951,604.59375,391,421,74.59375,500,500,74.59375,921,574.59375,421,0,0,768,1366,752,1350
sub_003,cb1,982.5999999940395,605,533,10,3,1,603.109375,553.375,schema_4_2,3,2,1,img/targets/BOSS/high_familiarity_downsized/cond3/089_football.jpg,,10,3,118,136,6477,22.265625,20.46252887329973,1,5,2,9,9,2,2,4,332,8.59375,702,702,8.59375,1034,710.59375,332,469,127.59375,560,560,127.59375,1029,687.59375,469,499,157.59375,500,500,157.59375,999,657.59375,499,0,0,768,1366,752,1350
sub_003,cb1,1563.300000011921,612,371,5,6,1,594.1171875,377.0390625,schema_4_2,3,2,2,img/targets/BOSS/high_familiarity_downsized/cond3/069_drumset.jpg,near,5,6,150,2,13090,23.921875,18.87499029904552,1,5,5,6,4,7,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,335,159.59375,560,560,159.59375,895,719.59375,335,365,189.59375,500,500,189.59375,865,689.59375,365,0,0,768,1366,752,1350
sub_003,cb1,1427.5,788,165,2,9,0,747.4453125,157.0390625,schema_4_2,3,2,3,img/targets/BOSS/high_familiarity_downsized/cond3/088_ceilingfan01.jpg,,2,8,55,72,19561,48.515625,41.32867290515826,1,5,7,4,1,10,1,5,332,8.59375,702,702,8.59375,1034,710.59375,332,405,64.59375,560,560,64.59375,965,624.59375,405,435,94.59375,500,500,94.59375,935,594.59375,435,0,0,768,1366,752,1350
sub_003,cb1,1286.1000000238419,757,272,5,9,0,762.1171875,305.7109375,schema_4_2,3,2,4,img/targets/BOSS/high_familiarity_downsized/cond3/096_rockingchair.jpg,far,6,9,37,45,25882,38.828125,34.09711006872961,1,5,8,3,5,6,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,378,46.59375,560,560,46.59375,938,606.59375,378,408,76.59375,500,500,76.59375,908,576.59375,408,0,0,768,1366,752,1350
sub_003,cb1,NA,NA,NA,NA,NA,NA,685.78125,354.03125,schema_4_2,3,2,5,img/targets/BOSS/high_familiarity_downsized/cond3/071_fluorescentlightbulb.jpg,far,8,7,2,52,33916,NA,NA,1,5,6,5,7,4,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,385,11.59375,560,560,11.59375,945,571.59375,385,415,41.59375,500,500,41.59375,915,541.59375,415,0,0,768,1366,752,1350
sub_003,cb1,NA,NA,NA,NA,NA,NA,757.4453125,212.0390625,schema_4_2,3,2,6,img/targets/BOSS/high_familiarity_downsized/cond3/088_ceilingfan01.jpg,,2,8,110,82,41935,NA,NA,2,6,7,4,1,10,1,5,332,8.59375,702,702,8.59375,1034,710.59375,332,415,119.59375,560,560,119.59375,975,679.59375,415,445,149.59375,500,500,149.59375,945,649.59375,445,0,0,768,1366,752,1350
sub_003,cb1,1127.5,694,477,8,7,1,713.78125,465.03125,schema_4_2,3,2,7,img/targets/BOSS/high_familiarity_downsized/cond3/071_fluorescentlightbulb.jpg,far,8,7,113,80,48081,31.75,23.120312024819214,2,6,6,5,7,4,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,413,122.59375,560,560,122.59375,973,682.59375,413,443,152.59375,500,500,152.59375,943,652.59375,443,0,0,768,1366,752,1350
sub_003,cb1,1089.5999999940395,792,262,3,9,0,747.4453125,232.0390625,schema_4_2,3,2,8,img/targets/BOSS/high_familiarity_downsized/cond3/088_ceilingfan01.jpg,,2,8,130,72,54189,74.515625,53.691507280961694,3,7,7,4,1,10,1,5,332,8.59375,702,702,8.59375,1034,710.59375,332,405,139.59375,560,560,139.59375,965,699.59375,405,435,169.59375,500,500,169.59375,935,669.59375,435,0,0,768,1366,752,1350
sub_003,cb1,NA,NA,NA,NA,NA,NA,782.1171875,419.7109375,schema_4_2,3,2,9,img/targets/BOSS/high_familiarity_downsized/cond3/096_rockingchair.jpg,far,6,9,151,65,62210,NA,NA,2,6,8,3,5,6,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,398,160.59375,560,560,160.59375,958,720.59375,398,428,190.59375,500,500,190.59375,928,690.59375,428,0,0,768,1366,752,1350
sub_003,cb1,1521.5999999940395,645,278,4,6,0,640.1171875,318.0390625,schema_4_2,3,2,10,img/targets/BOSS/high_familiarity_downsized/cond3/069_drumset.jpg,near,5,6,91,48,68749,44.921875,40.3356961485613,2,6,5,6,4,7,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,381,100.59375,560,560,100.59375,941,660.59375,381,411,130.59375,500,500,130.59375,911,630.59375,411,0,0,768,1366,752,1350
sub_003,cb1,1144.9000000059605,596,275,6,3,0,649.78125,335.375,schema_4_2,3,2,11,img/targets/BOSS/high_familiarity_downsized/cond3/068_cow.jpg,near,7,4,25,141,74919,114.15625,80.85520067727555,1,5,3,8,6,5,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,474,34.59375,560,560,34.59375,1034,594.59375,474,504,64.59375,500,500,64.59375,1004,564.59375,504,0,0,768,1366,752,1350
sub_003,cb1,1162.0999999940395,517,512,10,3,1,519.109375,530.375,schema_4_2,3,2,12,img/targets/BOSS/high_familiarity_downsized/cond3/089_football.jpg,,10,3,95,52,81099,20.484375,18.49567754613561,2,6,2,9,9,2,2,4,332,8.59375,702,702,8.59375,1034,710.59375,332,385,104.59375,560,560,104.59375,945,664.59375,385,415,134.59375,500,500,134.59375,915,634.59375,415,0,0,768,1366,752,1350
sub_003,cb1,1101.300000011921,748,388,9,6,0,771.78125,365.03125,schema_4_2,3,2,13,img/targets/BOSS/high_familiarity_downsized/cond3/071_fluorescentlightbulb.jpg,far,8,7,13,138,87220,46.75,33.06223416717328,3,7,6,5,7,4,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,471,22.59375,560,560,22.59375,1031,582.59375,471,501,52.59375,500,500,52.59375,1001,552.59375,501,0,0,768,1366,752,1350
sub_003,cb1,1185.300000011921,787,306,5,9,0,775.1171875,345.7109375,schema_4_2,3,2,14,img/targets/BOSS/high_familiarity_downsized/cond3/096_rockingchair.jpg,far,6,9,77,58,93428,51.59375,41.45069106829297,3,7,8,3,5,6,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,391,86.59375,560,560,86.59375,951,646.59375,391,421,116.59375,500,500,116.59375,921,616.59375,421,0,0,768,1366,752,1350
sub_003,cb1,1922.4000000059605,524,488,10,3,1,517.109375,507.375,schema_4_2,3,2,15,img/targets/BOSS/high_familiarity_downsized/cond3/089_football.jpg,,10,3,72,50,100370,26.265625,20.56383568040323,3,7,2,9,9,2,2,4,332,8.59375,702,702,8.59375,1034,710.59375,332,383,81.59375,560,560,81.59375,943,641.59375,383,413,111.59375,500,500,111.59375,913,611.59375,413,0,0,768,1366,752,1350
sub_003,cb1,NA,NA,NA,NA,NA,NA,709.1171875,241.0390625,schema_4_2,3,2,16,img/targets/BOSS/high_familiarity_downsized/cond3/069_drumset.jpg,near,5,6,14,117,108395,NA,NA,3,7,5,6,4,7,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,450,23.59375,560,560,23.59375,1010,583.59375,450,480,53.59375,500,500,53.59375,980,553.59375,480,0,0,768,1366,752,1350
sub_003,cb1,1330.7000000178814,842,264,2,9,0,814.4453125,248.0390625,schema_4_2,3,2,17,img/targets/BOSS/high_familiarity_downsized/cond3/088_ceilingfan01.jpg,,2,8,146,139,114745,43.515625,31.843560245386545,4,8,7,4,1,10,1,5,332,8.59375,702,702,8.59375,1034,710.59375,332,472,155.59375,560,560,155.59375,1032,715.59375,472,502,185.59375,500,500,185.59375,1002,685.59375,502,0,0,768,1366,752,1350
sub_003,cb1,NA,NA,NA,NA,NA,NA,732.78125,391.03125,schema_4_2,3,2,18,img/targets/BOSS/high_familiarity_downsized/cond3/071_fluorescentlightbulb.jpg,far,8,7,39,99,122759,NA,NA,4,8,6,5,7,4,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,432,48.59375,560,560,48.59375,992,608.59375,432,462,78.59375,500,500,78.59375,962,578.59375,462,0,0,768,1366,752,1350
sub_003,cb1,1758.1000000238419,640,388,8,7,0,533.78125,349.375,schema_4_2,3,2,19,img/targets/BOSS/high_familiarity_downsized/cond3/068_cow.jpg,near,7,4,39,25,129539,144.84375,113.02350851288638,2,6,3,8,6,5,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,358,48.59375,560,560,48.59375,918,608.59375,358,388,78.59375,500,500,78.59375,888,578.59375,388,0,0,768,1366,752,1350
sub_003,cb1,1311.2999999821186,677,270,4,6,0,677.1171875,298.0390625,schema_4_2,3,2,20,img/targets/BOSS/high_familiarity_downsized/cond3/069_drumset.jpg,near,5,6,71,85,135874,28.15625,28.039307387827225,4,8,5,6,4,7,4,9,332,8.59375,702,702,8.59375,1034,710.59375,332,418,80.59375,560,560,80.59375,978,640.59375,418,448,110.59375,500,500,110.59375,948,610.59375,448,0,0,768,1366,752,1350
sub_003,cb1,996.1999999880791,822,261,5,9,0,809.1171875,295.7109375,schema_4_2,3,2,21,img/targets/BOSS/high_familiarity_downsized/cond3/096_rockingchair.jpg,far,6,9,27,92,141891,47.59375,37.024532948290684,4,8,8,3,5,6,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,425,36.59375,560,560,36.59375,985,596.59375,425,455,66.59375,500,500,66.59375,955,566.59375,455,0,0,768,1366,752,1350
sub_003,cb1,1222,518,466,7,3,0,549.78125,450.375,schema_4_2,3,2,22,img/targets/BOSS/high_familiarity_downsized/cond3/068_cow.jpg,near,7,4,140,41,148131,47.40625,35.41452352584318,3,7,3,8,6,5,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,374,149.59375,560,560,149.59375,934,709.59375,374,404,179.59375,500,500,179.59375,904,679.59375,404,0,0,768,1366,752,1350
sub_003,cb1,1195.5999999940395,508,463,10,3,1,489.109375,467.375,schema_4_2,3,2,23,img/targets/BOSS/high_familiarity_downsized/cond3/089_football.jpg,,10,3,32,22,154345,23.265625,19.390625,4,8,2,9,9,2,2,4,332,8.59375,702,702,8.59375,1034,710.59375,332,355,41.59375,560,560,41.59375,915,601.59375,355,385,71.59375,500,500,71.59375,885,571.59375,385,0,0,768,1366,752,1350
sub_003,cb1,1212,549,460,7,3,0,590.78125,455.375,schema_4_2,3,2,24,img/targets/BOSS/high_familiarity_downsized/cond3/068_cow.jpg,near,7,4,145,82,160580,46.40625,42.03645413878887,4,8,3,8,6,5,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,415,154.59375,560,560,154.59375,975,714.59375,415,445,184.59375,500,500,184.59375,945,684.59375,445,0,0,768,1366,752,1350
sub_003,cb1,1546.5999999940395,707,313,6,8,0,662.78125,215.375,schema_4_4,4,1,1,img/targets/BOSS/high_familiarity_downsized/cond4/104_honeybee.jpg,far,4,7,30,29,6926,141.84375,107.1724707028932,1,1,6,5,3,8,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,362,39.59375,560,560,39.59375,922,599.59375,362,392,69.59375,500,500,69.59375,892,569.59375,392,0,0,768,1366,752,1350
sub_003,cb1,1021.6000000238419,725,317,6,8,0,728.4453125,386.0390625,schema_4_4,4,1,2,img/targets/BOSS/high_familiarity_downsized/cond4/103_bikewheel.jpg,near,8,8,34,53,12979,72.484375,69.12497615986253,1,1,7,4,7,4,4,8,332,8.59375,702,702,8.59375,1034,710.59375,332,386,43.59375,560,560,43.59375,946,603.59375,386,416,73.59375,500,500,73.59375,916,573.59375,416,0,0,768,1366,752,1350
sub_003,cb1,881.9000000059605,659,378,6,4,0,696.4453125,357.0390625,schema_4_4,4,1,3,img/targets/BOSS/high_familiarity_downsized/cond3/056_cloud.jpg,far,5,5,130,146,18903,58.40625,42.912845735298916,1,1,4,7,4,7,4,8,332,8.59375,702,702,8.59375,1034,710.59375,332,479,139.59375,560,560,139.59375,1039,699.59375,479,509,169.59375,500,500,169.59375,1009,669.59375,509,0,0,768,1366,752,1350
sub_003,cb1,1221.1000000238419,848,546,10,9,0,894.78125,535.375,schema_4_4,4,1,4,img/targets/BOSS/high_familiarity_downsized/cond4/106_jeans01.jpg,,10,10,100,136,25158,57.40625,47.97265863554468,1,1,9,2,9,2,2,4,332,8.59375,702,702,8.59375,1034,710.59375,332,469,109.59375,560,560,109.59375,1029,669.59375,469,499,139.59375,500,500,139.59375,999,639.59375,499,0,0,768,1366,752,1350
sub_003,cb1,1709.2000000178814,534,243,4,4,0,590.4453125,270.0390625,schema_4_4,4,1,5,img/targets/BOSS/high_familiarity_downsized/cond3/056_cloud.jpg,far,5,5,43,40,31907,83.484375,62.58741250524392,2,2,4,7,4,7,4,8,332,8.59375,702,702,8.59375,1034,710.59375,332,373,52.59375,560,560,52.59375,933,612.59375,373,403,82.59375,500,500,82.59375,903,582.59375,403,0,0,768,1366,752,1350
sub_003,cb1,2895,807,422,9,9,0,855.78125,461.375,schema_4_4,4,1,6,img/targets/BOSS/high_familiarity_downsized/cond4/106_jeans01.jpg,,10,10,26,97,39824,88.15625,62.689719863487184,2,2,9,2,9,2,2,4,332,8.59375,702,702,8.59375,1034,710.59375,332,430,35.59375,560,560,35.59375,990,595.59375,430,460,65.59375,500,500,65.59375,960,565.59375,460,0,0,768,1366,752,1350
sub_003,cb1,1250.2000000178814,729,416,7,6,0,797.4453125,442.0390625,schema_4_4,4,1,7,img/targets/BOSS/high_familiarity_downsized/cond4/103_bikewheel.jpg,near,8,8,90,122,46095,94.484375,73.23109707700385,2,2,7,4,7,4,4,8,332,8.59375,702,702,8.59375,1034,710.59375,332,455,99.59375,560,560,99.59375,1015,659.59375,455,485,129.59375,500,500,129.59375,985,629.59375,485,0,0,768,1366,752,1350
sub_003,cb1,NA,NA,NA,NA,NA,NA,614.4453125,327.0390625,schema_4_4,4,1,8,img/targets/BOSS/high_familiarity_downsized/cond3/056_cloud.jpg,far,5,5,100,64,54121,NA,NA,3,3,4,7,4,7,4,8,332,8.59375,702,702,8.59375,1034,710.59375,332,397,109.59375,560,560,109.59375,957,669.59375,397,427,139.59375,500,500,139.59375,927,639.59375,427,0,0,768,1366,752,1350
sub_003,cb1,1127.699999988079,780,254,3,10,0,774.78125,535.375,schema_4_4,4,1,9,img/targets/BOSS/high_familiarity_downsized/cond4/106_jeans01.jpg,,10,10,100,16,60276,286.59375,281.42339273159666,3,3,9,2,9,2,2,4,332,8.59375,702,702,8.59375,1034,710.59375,332,349,109.59375,560,560,109.59375,909,669.59375,349,379,139.59375,500,500,139.59375,879,639.59375,379,0,0,768,1366,752,1350
sub_003,cb1,1838.9000000059605,836,445,8,10,0,647.4453125,305.0390625,schema_4_4,4,1,10,img/targets/BOSS/high_familiarity_downsized/cond3/056_cloud.jpg,far,5,5,78,97,67135,328.515625,234.82319775546358,4,4,4,7,4,7,4,8,332,8.59375,702,702,8.59375,1034,710.59375,332,430,87.59375,560,560,87.59375,990,647.59375,430,460,117.59375,500,500,117.59375,960,617.59375,460,0,0,768,1366,752,1350
sub_003,cb1,1149.8999999761581,656,377,9,4,0,745.1171875,397.7109375,schema_4_4,4,1,11,img/targets/BOSS/high_familiarity_downsized/cond4/097_squirrel.jpg,near,9,6,4,153,73306,109.828125,91.49216381766836,1,1,5,6,8,3,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,486,13.59375,560,560,13.59375,1046,573.59375,486,516,43.59375,500,500,43.59375,1016,543.59375,516,0,0,768,1366,752,1350
sub_003,cb1,1088,807,403,6,8,0,769.78125,307.375,schema_4_4,4,1,12,img/targets/BOSS/high_familiarity_downsized/cond4/104_honeybee.jpg,far,4,7,122,136,79434,132.84375,102.6127476318732,2,2,6,5,3,8,3,8,332,8.59375,702,702,8.59375,1034,710.59375,332,469,131.59375,560,560,131.59375,1029,691.59375,469,499,161.59375,500,500,161.59375,999,661.59375,499,0,0,768,1366,752,1350
