ptp,condition,hidden_pa_img_type,hidden_pa_img_row_number_across_blocks,border_dist_closest,counterbalancing,mouse_error_mean,mouse_error_sd,mouse_error_n,y_hat_three_param,y_hat_two_param
sub_019,schema_2_2,all_pa,8,all,cb4,45.14607587456114,34.15558311188709,6,48.49590316933072,48.49516680324737
sub_019,schema_2_2,far,1,all,cb4,119.43778055059279,NA,2,116.590583116828,116.590625099085
sub_019,schema_2_2,far,2,all,cb4,72.86988513299961,70.2170819228512,2,103.81580022049003,103.81582424014627
sub_019,schema_2_2,far,3,all,cb4,136.42058109070132,76.9210286404459,2,92.44074510411211,92.44075459327411
sub_019,schema_2_2,far,4,all,cb4,77.18513157701253,40.04615495565142,2,82.31205016263279,82.31204801694777
sub_019,schema_2_2,far,5,all,cb4,63.94825524179194,40.483039231445765,2,73.29315221726473,73.29314087227579
sub_019,schema_2_2,far,6,all,cb4,72.18142937848242,26.909086162703932,2,65.26245126132461,65.26243275853385
sub_019,schema_2_2,far,7,all,cb4,48.8956741260126,7.940620465623512,2,58.11167095153526,58.11164699551376
sub_019,schema_2_2,far,8,all,cb4,51.86276260681285,11.626776614017514,2,51.74439873963091,51.74437074734431
sub_019,schema_2_2,near,1,all,cb4,196.9749988981884,74.72511700740064,2,190.031586340448,190.03160647184
sub_019,schema_2_2,near,2,all,cb4,166.30282378351373,97.55724651153041,2,171.03094813344396,171.03092758441306
sub_019,schema_2_2,near,3,all,cb4,103.09443431182659,11.309563276328852,2,153.93012173800363,153.9300684421642
sub_019,schema_2_2,near,4,all,cb4,172.47063795103787,65.93352491848425,2,138.53915117054188,138.5390718816914
sub_019,schema_2_2,near,5,all,cb4,129.53987707223476,138.24095672004358,2,124.6870735264092,124.68697397514524
sub_019,schema_2_2,near,6,all,cb4,197.19835834419337,56.07647391163738,2,112.22001992390685,112.21990495472012
sub_019,schema_2_2,near,7,all,cb4,51.99035318444068,49.36544054464196,2,100.99950632871341,100.99938001989473
sub_019,schema_2_2,near,8,all,cb4,62.54001017253414,59.647377342939365,2,90.90089527319893,90.900761041627
sub_019,schema_2_2,near_far_combined,1,all,cb4,171.12925944898984,69.25264109701831,4,160.194792897593,160.194925620677
